TIPO;Família;Sub-Família;Segmento;Modelo Padrão;Modelo Comercial;Ano Fabricação Inicial;Ano Fabricação Final;Nivel de Emissões Inicial;Nivel de Emissões Final;TECNOLOGIA MOTOR;Motor;Motor Popular;Quantidade de Cilindros;Quantidade Lubrificante Motor;Epecificação Lubrificante Motor;LINHA;SUB LINHA;CÓDIGO LUBRIFICANTE MOTOR;Capacidade Sistema Arrefecimento;Caixa de Direção;Caixa de Marcha;Quantidade Lubrificante Caixa de Marcha;Epecificação Lubrificante Caixa de Marcha;Diferencial;Quantidade Lubrificante Diferencial;Epecificação Lubrificante Diferencial;TRAÇÃO
CAMINHÃO;Constellation;;Semi-Pesados;24-280;24.280;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;28;10W40;VW;SH;G052823Q2;29;2;ZF 9S 1110 TD;8;SAE 80W OU 80W90 GL-4;MS 23-155;21;85W140 GL-5;6X2
CAMINHÃO;Constellation;;Semi-Pesados;26-280;26.280;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;28;10W40;VW;SH;G052823Q2;29;2;ZF 16S 1455 TD;14;SAE 80W OU 80W90 GL-4;CONJUNTO MT 46-165;19 / 19;85W140 GL-5;6X4
CAMINHÃO;Constellation;;Semi-Pesados;31-280;31.280;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;28;10W40;VW;SH;G052823Q2;29;2;ZF 16S 1455 TD;14;SAE 80W OU 80W90 GL-4;CONJUNTO MT 50-168;19 / 19;85W140 GL-5;6X4
CAMINHÃO;Constellation;;Semi-Pesados;19-330;19.330;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;34;15W40 CI-4;VW;SH;G052824Q2;31,5;2;ZF 16S 1585 TD;13;SAE 80W OU 80W90 GL-4;MS 23-165;21;85W140 GL-5;4X2
CAMINHÃO;Constellation;;Semi-Pesados;25-390;25.390;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;34;15W40 CI-4;VW;SH;G052824Q2;31,5;2;ZF 16S 1685 TD;13;SAE 80W OU 80W90 GL-4;MS 23-185;21;85W140 GL-5;4X2
CAMINHÃO;Constellation;V-TRONIC;Semi-Pesados;25-420;25.420;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;34;15W40 CI-4;VW;SH;G052824Q2;31,5;2;ZF 16AS 2230 TD;13;75W80;MS 23-185;21;85W140 GL-5;4X2
CAMINHÃO;Constellation;V-TRONIC;Semi-Pesados;25-420;25.420;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;34;15W40 CI-4;VW;SH;G052824Q2;31,5;2;ZF 16AS 2230 TD;13;75W80;MS 23-185;21;85W140 GL-5;4X2
CAMINHÃO;Constellation;V-TRONIC;Semi-Pesados;26-420;26.420;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;34;15W40 CI-4;VW;SH;G052824Q2;31,5;2;ZF 16AS 2230 TD;13;75W80;CONJUNTO MT 50-168;19 / 19;85W140 GL-5;6X4
CAMINHÃO;Constellation;;Semi-Pesados;26-390;26.390;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;34;15W40 CI-4;VW;SH;G052824Q2;31,5;2;ZF 16S 1685 TD;13;SAE 80W OU 80W90 GL-4;CONJUNTO MT 50-168;19 / 19;85W140 GL-5;6X4
CAMINHÃO;Constellation;;Médios;13-190;13.190;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 190;MAN D08;4;17;10W40;VW;SH;G052823Q2;24;2,3;FS 5406 A;9,2;SAE 50;MS 19-235;20;85W140 GL-5;4X2
CAMINHÃO;Constellation;;Semi-Pesados;15-190;15.190;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 190;MAN D08;4;17;10W40;VW;SH;G052823Q2;24;2,3;FS 5406 A;9,2;SAE 50;MS 19-235;20;85W140 GL-5;4X2
CAMINHÃO;Constellation;;Semi-Pesados;17-190;17.190;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 190;MAN D08;4;17;10W40;VW;SH;G052823Q2;24;2,3;FS 5406 A;9,2;SAE 50;MS 23-235;20;85W140 GL-5;4X2
CAMINHÃO;Constellation;;Semi-Pesados;17-280;17.280 Tractor;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;28;10W40;VW;SH;G052823Q2;29;2;ZF 9S 1110 TD;8;SAE 80W OU 80W90 GL-4;MS 23-155;21;85W140 GL-5;4X2
CAMINHÃO;Constellation;;Semi-Pesados;17-230;17.230;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 230;MAN D08;4;17;10W40;VW;SH;G052823Q2;24;2,3;FS 6406 A;8,6;SAE 50;MS 23-245;18;85W140 GL-5;4X2
CAMINHÃO;Delivery;;Leve;5-150;5.150;2012;2019;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;21;2,5;ZF S5-420;4,1;SAE 80W OU 80W90 GL-4;DANA 267;3,2;85W140 GL-5;4X2
CAMINHÃO;Delivery;;Leve;8-160;8.160;2012;2019;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;21;2,5;ZF S5-420;4,1;SAE 80W OU 80W90 GL-4;DANA 284;4;85W140 GL-5;4X2
CAMINHÃO;Delivery;;Leve;9-160;9.160;2012;2019;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;21;2,5;ZF S5-420 HD;4,1;SAE 80W OU 80W90 GL-4;DANA 284 HD;4;85W140 GL-5;4X2
CAMINHÃO;Delivery;;Leve;10-160;10.160;2012;2019;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;21;2,5;ZF S5-420 HD;4,1;SAE 80W OU 80W90 GL-4;MS 15-124;9;85W140 GL-5;4X2
CAMINHÃO;Delivery;PLUS;Leve;10-160;10.160;2012;2019;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;21;2,5;ZF 6S 1010 BO;9,2;SAE 80W OU 80W90 GL-4;MS 15-124;9;85W140 GL-5;4X2
CAMINHÃO;Delivery;;Leve;13-160;13.160;2012;2019;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;21;2,5;ZF 6S 1010 BO;9,2;SAE 80W OU 80W90 GL-4;MS 15-124;9;85W140 GL-5;4X2
CAMINHÃO;Worker;;Médios;13-190;13.190;2012;2019;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 190;MAN D08;4;17;10W40;VW;SH;G052823Q2;26,6;3,7;FS 5406 A;9,2;SAE 50;MS 19-235;20;85W140 GL-5;4X2
CAMINHÃO;Worker;;Médios;15-190;15.190;2012;2019;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 190;MAN D08;4;17;10W40;VW;SH;G052823Q2;26,6;3,7;FS 5406 A;9,2;SAE 50;MS 23-235;20;85W140 GL-5;4X2
CAMINHÃO;Worker;;Médios;17-190;17.190;2012;2019;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 190;MAN D08;4;20;10W40;VW;SH;G052823Q2;26,6;3,7;FS 5406 A;9,2;SAE 50;MS 23-235;20;85W140 GL-5;4X2
CAMINHÃO;Worker;;Médios;17-230;17.230;2012;2019;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 230;MAN D08;4;20;10W40;VW;SH;G052823Q2;33,2;3,7;FS 6406 A;8,6;SAE 50;MS 23-245;18;85W140 GL-5;4X2
CAMINHÃO;Worker;;Médios;23-230;23.230;2012;2019;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 230;MAN D08;4;20;10W40;VW;SH;G052823Q2;33,2;3,7;FS 6406 A;8,6;SAE 50;MS 23-245;18;85W140 GL-5;4X2
CAMINHÃO;TGX;;Pesados;28-440;28.440;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D26 76 440;MAN D26;6;42;10W40;VW;SH;G052823Q2;45;3,5;ZF 16AS 2630 TO;13;75W80;MAN HY-1350;14,5;75W90 GL-5;6X2
CAMINHÃO;TGX;;Pesados;29-440;29.440;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D26 76 440;MAN D26;6;42;10W40;VW;SH;G052823Q2;45;3,5;ZF 16AS 2630 TO;13;75W80;MAN HY-1350;32,5;75W90 GL-5;6X4
CAMINHÃO;TGX;;Pesados;33-440;33.440;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D26 76 440;MAN D26;6;42;10W40;VW;SH;G052823Q2;45;3,5;ZF 16AS 2630 TO;13;75W80;MAN HPD-1382 + HP 1352;34,4;75W90 GL-5;6X4
CAMINHÃO;TGX;;Pesados;29-480;29.480;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D26 76 480;MAN D26;6;42;10W40;VW;SH;G052823Q2;45;3,5;ZF 16AS 2630 TO;13;75W80;MAN HYD-1370 + HY-1350;32,5;75W90 GL-5;6X4
CAMINHÃO;Novo Delivery;;Leve;6-160;6.160;2018;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 2.8;ISF 2.8;4;7,2;15W40 CI-4;VW;SH;G052824Q2;11;1,5;Eaton ESO 4206;2,7;Fluidmatic MV LV;AAM 10,5’’;2,6;75W90 GL-5;4X2
CAMINHÃO;Novo Delivery;;Leve;9-170;9.170;2018;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;14;2,8;Eaton ESO 6106;5,2;SAE 80W OU 80W90 GL-4;DANA 284 HD;4;85W140 GL-5;4X2
CAMINHÃO;Novo Delivery;;Leve;11-180;11.180;2018;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;14;2,8;Eaton ESO 6106;5,2;SAE 80W OU 80W90 GL-4;Meritor MS 08-125;7,8;85W140 GL-5;4X2
CAMINHÃO;Novo Delivery;;Leve;11-180;11.180;2018;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;14;2,8;Eaton ESO 6106;5,2;SAE 80W OU 80W90 GL-4;Dana S-130;7,6;85W140 GL-5;4X2
CAMINHÃO;Novo Delivery;;Leve;4-150;4.150;2019;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 2.8;ISF 2.8;4;7,2;15W40 CK-4;VW;SH;G052824Q2;11;1,5;Eaton ESO 4106;2,7;Fluidmatic MV LV;AAM 8,9’’;2,1;75W90 GL-5;4X2
CAMINHÃO;Novo Delivery;;Leve;Express;Express;2019;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 2.8;ISF 2.8;4;7,2;15W40 CK-4;VW;SH;G052824Q2;11;1,5;Eaton ESO 4106;2,7;Fluidmatic MV LV;AAM 8,9’’;2,1;75W90 GL-5;4X2
CAMINHÃO;Novo Delivery;;Leve;4-160;4.160;2019;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 2.8;ISF 2.8;4;7,2;15W40 CK-4;VW;SH;G052824Q2;11;1,5;Eaton ESO 4106;2,7;Fluidmatic MV LV;AAM 8,9’’;2,1;75W90 GL-5;4X2
CAMINHÃO;Constellation;Robust;Médios;14-190;14.190;2019;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 190;MAN D08;4;17;10W40;VW;SH;G052823Q2;24;2,3;FS 5406 A;9,2;SAE 50;MS 19-235;20;85W140 GL-5;4X2
CAMINHÃO;Constellation;Robust;Semi-Pesados;17-260;17.260;2019;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 260;MAN D08;6;;10W40;VW;SH;G052823Q2;;;FS 6406 A;8,6;SAE 50;MS 23-245;18;85W140 GL-5;4X2
CAMINHÃO;Constellation;Robust;Semi-Pesados;24-260;24.260;2019;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 260;MAN D08;6;;10W40;VW;SH;G052823Q2;;;FS 6406 A;8,6;SAE 50;MS 23-245;18;85W140 GL-5;6X2
CAMINHÃO;Constellation;Robust;Semi-Pesados;23-230;23.230;2019;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 230;MAN D08;4;;10W40;VW;SH;G052823Q2;;;FS 6406 A;8,6;SAE 50;MS 23-245;18;85W140 GL-5;6X2
CAMINHÃO;Novo Delivery;;Leve;13-180;13.180;2019;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;;15W40 CI-4;VW;SH;G052824Q2;;;Eaton ESO 6206A;;;Dana S-130;7,6;85W140 GL-5;4X2
CAMINHÃO;Constellation;;Semi-Pesados;30-280;30.280;2019;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;;10W40;VW;SH;G052823Q2;;;ZF 9S 1110 TD;8;SAE 80W OU 80W90 GL-4;MS 23-155;21;85W140 GL-5;8X2
CAMINHÃO;Constellation;;Semi-Pesados;30-280;30.280;2019;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;;10W40;VW;SH;G052823Q2;;;ZF 6AS 1000 TO;9,2;75W80;MS 23-245;18;85W140 GL-5;8X2
CAMINHÃO;Constellation;;Semi-Pesados;30-330;30.330;2019;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;;15W40 CI-4;VW;SH;G052824Q2;;;ZF 12S 1420 TD;;;MS 23-165;21;85W140 GL-5;8X2
CAMINHÃO;Constellation;;Semi-Pesados;24-280;24.280;2016;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;28;10W40;VW;SH;G052823Q2;29;2;ZF 6AS 1000 TO;9,2;75W80;MS 23-245;18;85W140 GL-5;6X2
CAMINHÃO;Constellation;Tractor;Semi-Pesados;17-280;17.280;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;28;10W40;VW;SH;G052823Q2;29;2;ZF 9S 1110 TD;8;SAE 80W OU 80W90 GL-4;MS 23-155;21;85W140 GL-5;6X2
CAMINHÃO;Constellation;;Semi-Pesados;25-360;25.360;2017;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;34;15W40 CI-4;VW;SH;G052824Q2;31,5;2;ZF 16S 1685 TD;13;SAE 80W OU 80W90 GL-4;MS 23-18X;;;6X4
CAMINHÃO;Constellation;V-tronic;Semi-Pesados;25-360;25.360;2017;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;34;15W40 CI-4;VW;SH;G052824Q2;31,5;2;ZF 16AS 2630 TD;13;75W80;MS 23-18X;;;6X4
CAMINHÃO;Constellation;;Semi-Pesados;19-360;19.360;2017;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;34;15W40 CI-4;VW;SH;G052824Q2;31,5;2;ZF 16S 1585 TD;13;SAE 80W OU 80W90 GL-4;MS 23-165;21;85W140 GL-5;4X2
CAMINHÃO;Constellation;V-tronic;Semi-Pesados;19-360;19.360;2017;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;34;15W40 CI-4;VW;SH;G052824Q2;31,5;2;ZF 16AS 2230 TD;13;75W80;MS 23-165;21;85W140 GL-5;4X2
CAMINHÃO;Constellation;V-tronic;Semi-Pesados;19-420;19.420;2017;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;34;15W40 CI-4;VW;SH;G052824Q2;31,5;2;ZF 16AS 2230 TD;13;75W80;MS 23-18X;;;4X2
CAMINHÃO;Constellation;V-tronic;Semi-Pesados;32-360;32.360;2019;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;34;15W40 CI-4;VW;SH;G052824Q2;31,5;2;ZF 16AS 2230 TD;13;75W80;MT 26 610;;;6X4
ÔNIBUS;Motor Dianteiro;;Motor Dianteiro;15-190;15.190;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 190;MAN D08;4;17;10W40;VW;SH;G052823Q2;24;2;ZF 6S 1010 BO;9,2;75W80;MS 23-158;21;85W140 GL-5;4X2
ÔNIBUS;Motor Dianteiro;;Motor Dianteiro;17-230;17.230;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 230;MAN D08;4;17;10W40;VW;SH;G052823Q2;24;2;ZF 6S 1010 BO;9,2;75W80;MS 23-158;21;85W140 GL-5;4X2
ÔNIBUS;Motor Dianteiro;V-tronic;Motor Dianteiro;17-230;17.230;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 230;MAN D08;4;17;10W40;VW;SH;G052823Q2;24;2;ZF 6AS 1010 BO;9,2;75W80;MS 23-158;21;85W140 GL-5;4X2
ÔNIBUS;Motor Dianteiro;V-tronic OT LE;Motor Dianteiro;15-190;15.190;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 190;MAN D08;4;17;10W40;VW;SH;G052823Q2;24;4,5;ZF 6AS 1010 BO;9,2;75W80;MS 23-158;21;85W140 GL-5;4X2
ÔNIBUS;Motor Dianteiro;ODR;Motor Dianteiro;15-190;15.190;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 190;MAN D08;4;17;10W40;VW;SH;G052823Q2;24;2;ZF 6S 1010 BO;9,2;75W80;MS 23-145;21;85W140 GL-5;4X2
ÔNIBUS;Motor Dianteiro;ODR;Motor Dianteiro;15-190;15.190;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 190;MAN D08;4;17;10W40;VW;SH;G052823Q2;24;2;FS 5406 A;9,2;SAE 50;MS 23-145;21;85W140 GL-5;4X2
ÔNIBUS;Motor Dianteiro;ODS;Motor Dianteiro;17-260;17.260;2017;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 260;MAN D08;6;26;10W40;VW;SH;G052823Q2;24;3,5;ZF 6AS 1010 BO;9,2;75W80;MS 23-158;21;85W140 GL-5;4X2
ÔNIBUS;Motor Dianteiro;ODS;Motor Dianteiro;17-260;17.260;2017;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 260;MAN D08;6;26;10W40;VW;SH;G052823Q2;24;3,5;ZF 6S 1010 BO;9,2;75W80;MS 23-158;21;85W140 GL-5;4X2
ÔNIBUS;Motor Dianteiro;;Motor Dianteiro;17-260;17.260;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 260;MAN D08;6;26;10W40;VW;SH;G052823Q2;24;3,5;ZF 6S 1010 BO;9,2;75W80;MS 23-158;21;85W140 GL-5;4X2
ÔNIBUS;Motor Dianteiro;OTS LE;Motor Dianteiro;18-280;18.280;2016;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;31;10W40;VW;SH;G052823Q2;24;4,5;ZF 6AS 1010 BO;9,2;75W80;HY-1350 B;;;4X2
ÔNIBUS;Motor Dianteiro;OTS LE;Motor Dianteiro;18-280;18.280;2016;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;31;10W40;VW;SH;G052823Q2;24;4,5;6AP 1200 B (Ecolite);;;HY-1350 B;;;4X2
ÔNIBUS;Motor Dianteiro;OTS LE;Motor Dianteiro;18-280;18.280;2016;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;31;10W40;VW;SH;G052823Q2;24;4,5;DIWA 5;;;HY-1350 B;;;4X2
ÔNIBUS;Motor Traseiro;OT;Motor Traseiro;17-280;17.280;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;31;10W40;VW;SH;G052823Q2;27;4,5;ZF 6S 1010 BO;9,2;75W80;MS 23-168;21;85W140 GL-5;4X2
ÔNIBUS;Motor Traseiro;V-tronic OT;Motor Traseiro;17-280;17.280;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 36 280;MAN D08;6;31;10W40;VW;SH;G052823Q2;27;4,5;ZF 6AS 1010 BO;9,2;75W80;MS 23-168;21;85W140 GL-5;4X2
ÔNIBUS;Micro;OD;Micro;9-160;9.160;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;21;2,5;ZF S5-420 HD;4,1;SAE 80W OU 80W90 GL-4;MS 15-124;9;85W140 GL-5;4X2
ÔNIBUS;Micro;OD;Micro;8-160;8.160;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;21;2,5;ZF S5-420 HD;4,1;SAE 80W OU 80W90 GL-4;DANA 284;4;85W140 GL-5;4X2
ÔNIBUS;Micro;ODR;Micro;8-160;8.160;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;21;2,5;ZF S5-420 HD;4,1;SAE 80W OU 80W90 GL-4;MS 15-124;9;85W140 GL-5;4X2
ÔNIBUS;Micro;ODR;Micro;8-160;8.160;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISF 3.8;ISF 3.8;4;13;15W40 CI-4;VW;SH;G052824Q2;21;2,5;ZF S5-420 HD;4,1;SAE 80W OU 80W90 GL-4;DANA 284;4;85W140 GL-5;4X2
ÔNIBUS;Motor Traseiro;OT;Motor Traseiro;18-330;18.330;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;24,3;15W40 CI-4;VW;SH;G052824Q2;31,6;3,7;FSBO 9406AE;12;SAE 50;MS 23-158;21;85W140 GL-5;4X2
ÔNIBUS;Motor Traseiro;OT;Motor Traseiro;18-330;18.330;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;24,3;15W40 CI-4;VW;SH;G052824Q2;31,6;3,7;FSBO 9406AE;12;SAE 50;MS 23-168;21;85W140 GL-5;4X2
ÔNIBUS;Motor Traseiro;OTA;Motor Traseiro;26-330;26.330;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;CUMMINS ISL 8.9L;ISL;6;22;15W40 CI-4;VW;SH;G052824Q2;31,6;3,7;ZF Ecolife;;;MS 23-17X;;;6x2
ÔNIBUS;Motor Dianteiro;V-tronic LE;Motor Dianteiro;15-230;15.230;2012;Dias atuais;EURO 5;EURO 5;GERENCIAMENTO - ELTRÔNICO;MAN D08 34 230;MAN D08;4;17;10W40;VW;SH;G052823Q2;24;2;ZF 6AS 1010 BO;9,2;75W80;MS 23-158;21;85W140 GL-5;4X2
